Indicator,  Merchandise imports by product group – annual (Million US dollar),,,,,,,,
,,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2015,2016,2017,2018,2019,2020,
El Salvador,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,163,160,166,179,180,167,
El Salvador,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,382,347,347,359,387,349,
El Salvador,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,31,22,49,91,60,57,
El Salvador,SI3_AGG - MAMTTE - Transport equipment,World,458,540,567,607,612,473,
El Salvador,SI3_AGG - MAMTAU - Automotive products,World,385,460,476,485,531,400,
El Salvador,SI3_AGG - MATE - Textiles,World,1014,855,942,805,759,750,
El Salvador,SI3_AGG - MACL - Clothing,World,424,406,476,624,652,440,
Equatorial Guinea,SI3_AGG - TO - Total merchandise,World,3525,2323,2842,3087,2275,1724,
Eritrea,SI3_AGG - TO - Total merchandise,World,1020,957,1026,1065,1146,976,
Estonia,SI3_AGG - TO - Total merchandise,World,14521,14959,16674,19140,18035,17341,
Estonia,SI3_AGG - AG - Agricultural products,World,1972,2014,2216,2372,2335,2383,
Estonia,SI3_AGG - AGFO - Food,World,1507,1542,1689,1763,1764,1762,
Estonia,SI3_AGG - MI - Fuels and mining products,World,1726,1481,1848,3185,2617,2258,
Estonia,SI3_AGG - MIFU - Fuels,World,1522,1250,1572,2844,2279,1944,
Estonia,SI3_AGG - MA - Manufactures,World,10656,11152,12430,13370,12777,12167,
Estonia,SI3_AGG - MAIS - Iron and steel,World,420,437,587,716,671,562,
Estonia,SI3_AGG - MACH - Chemicals,World,1621,1692,1964,2179,2144,2223,
Estonia,SI3_AGG - MACHPH - Pharmaceuticals,World,401,467,406,584,582,645,
Estonia,SI3_AGG - MAMT - Machinery and transport equipment,World,5421,5697,6326,6604,6154,5615,
Estonia,SI3_AGG - MAMTOF - Office and telecom equipment,World,1650,1695,1527,1573,1303,1264,
Estonia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,198,199,236,272,257,267,
Estonia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1095,1061,840,863,713,714,
Estonia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,356,435,451,438,332,284,
Estonia,SI3_AGG - MAMTTE - Transport equipment,World,1664,1889,2495,2303,2346,1990,
Estonia,SI3_AGG - MAMTAU - Automotive products,World,1025,1171,1466,1596,1672,1331,
Estonia,SI3_AGG - MATE - Textiles,World,282,288,319,331,306,313,
Estonia,SI3_AGG - MACL - Clothing,World,283,313,339,372,372,331,
Eswatini,SI3_AGG - TO - Total merchandise,World,1412,1476,1612,1858,1832,1533,
Eswatini,SI3_AGG - AG - Agricultural products,World,301,312,323,374,359,351,
Eswatini,SI3_AGG - AGFO - Food,World,268,287,298,350,335,327,
Eswatini,SI3_AGG - MI - Fuels and mining products,World,191,180,192,285,309,252,
Eswatini,SI3_AGG - MIFU - Fuels,World,177,168,181,273,293,233,
Eswatini,SI3_AGG - MA - Manufactures,World,918,983,1063,1166,1133,930,
Eswatini,SI3_AGG - MAIS - Iron and steel,World,29,35,38,45,40,32,
Eswatini,SI3_AGG - MACH - Chemicals,World,258,248,254,276,270,270,
Eswatini,SI3_AGG - MACHPH - Pharmaceuticals,World,61,57,53,53,50,63,
Eswatini,SI3_AGG - MAMT - Machinery and transport equipment,World,309,315,315,344,342,263,
Eswatini,SI3_AGG - MAMTOF - Office and telecom equipment,World,47,43,52,58,51,40,
Eswatini,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,17,17,22,25,22,17,
Eswatini,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,29,25,28,31,23,19,
Eswatini,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,1,2,5,4,
Eswatini,SI3_AGG - MAMTTE - Transport equipment,World,125,140,120,121,135,96,
Eswatini,SI3_AGG - MAMTAU - Automotive products,World,114,118,110,109,120,87,
Eswatini,SI3_AGG - MATE - Textiles,World,75,82,115,129,126,113,
Eswatini,SI3_AGG - MACL - Clothing,World,35,34,40,44,43,38,
Ethiopia,SI3_AGG - TO - Total merchandise,World,16702,16429,15761,15305,14554,13115,
Ethiopia,SI3_AGG - AG - Agricultural products,World,1729,2307,1976,1877,1357,1771,
Ethiopia,SI3_AGG - AGFO - Food,World,1652,2240,1889,1822,1272,1705,
Ethiopia,SI3_AGG - MI - Fuels and mining products,World,1691,1771,1752,1673,2728,1842,
Ethiopia,SI3_AGG - MIFU - Fuels,World,1487,1557,1604,1529,2560,1687,
Ethiopia,SI3_AGG - MA - Manufactures,World,12862,12303,11766,7781,9358,8527,
Ethiopia,SI3_AGG - MAIS - Iron and steel,World,1204,1124,962,690,909,751,
Ethiopia,SI3_AGG - MACH - Chemicals,World,1905,1938,2128,1700,2349,2185,
Ethiopia,SI3_AGG - MACHPH - Pharmaceuticals,World,614,683,578,315,633,583,
Ethiopia,SI3_AGG - MAMT - Machinery and transport equipment,World,6816,6027,5889,3358,3889,3497,
Ethiopia,SI3_AGG - MAMTOF - Office and telecom equipment,World,1542,625,530,265,370,462,
Ethiopia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,176,217,234,101,180,155,
Ethiopia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1321,343,275,152,181,298,
Ethiopia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,45,64,21,12,9,9,
Ethiopia,SI3_AGG - MAMTTE - Transport equipment,World,1914,2251,2185,776,971,842,
Ethiopia,SI3_AGG - MAMTAU - Automotive products,World,1328,1261,1298,574,698,659,
Ethiopia,SI3_AGG - MATE - Textiles,World,328,269,287,239,280,384,
Ethiopia,SI3_AGG - MACL - Clothing,World,336,348,361,271,198,163,
Euro Area (19),SI3_AGG - TO - Total merchandise,World,3835842,3833517,4264772,4740248,4558628,4195572,
Europe,SI3_AGG - TO - Total merchandise,World,5868444,5893900,6500775,7146039,6939955,6483376,
European Free Trade Association (EFTA),SI3_AGG - TO - Total merchandise,World,334750,347908,358049,373807,369717,378126,
European Union,SI3_AGG - TO - Total merchandise,World,4609273,4621875,5161124,5751623,5543006,5141343,
European Union,SI3_AGG - TO - Total merchandise,European Union,2781255,2849074,3160192,3494688,3370454,3183476,
European Union,SI3_AGG - TO - Total merchandise,Extra EU Trade,1828018,1772801,2000932,2256936,2172552,1957866,
European Union,SI3_AGG - AG - Agricultural products,World,521592,535027,580748,616757,595321,598475,
European Union,SI3_AGG - AG - Agricultural products,European Union,357011,369755,403668,429836,415330,420828,
European Union,SI3_AGG - AG - Agricultural products,Extra EU Trade,164581,165271,177080,186921,179991,177647,
European Union,SI3_AGG - AGFO - Food,World,446275,460975,499590,527011,513538,523853,
European Union,SI3_AGG - AGFO - Food,European Union,307061,320053,349557,370230,361001,370016,
European Union,SI3_AGG - AGFO - Food,Extra EU Trade,139214,140923,150034,156781,152537,153837,
European Union,SI3_AGG - MI - Fuels and mining products,World,675022,569917,716361,880665,786927,573250,
European Union,SI3_AGG - MI - Fuels and mining products,European Union,255703,222526,275329,325402,296692,238899,
European Union,SI3_AGG - MI - Fuels and mining products,Extra EU Trade,419319,347391,441032,555263,490235,334351,
European Union,SI3_AGG - MIFU - Fuels,World,512781,418660,529891,668268,595186,388340,
European Union,SI3_AGG - MIFU - Fuels,European Union,164033,136458,169002,205240,188535,134872,
European Union,SI3_AGG - MIFU - Fuels,Extra EU Trade,348747,282201,360889,463027,406650,253468,
European Union,SI3_AGG - MA - Manufactures,World,3365755,3465752,3807091,4197450,4105414,3903776,
European Union,SI3_AGG - MA - Manufactures,European Union,2152334,2238085,2461051,2720381,2639110,2500723,
European Union,SI3_AGG - MA - Manufactures,Extra EU Trade,1213421,1227666,1346040,1477068,1466305,1403053,
European Union,SI3_AGG - MAIS - Iron and steel,World,124210,118633,149355,172764,149202,123196,
European Union,SI3_AGG - MAIS - Iron and steel,European Union,90795,88178,109302,124397,109144,92121,
European Union,SI3_AGG - MAIS - Iron and steel,Extra EU Trade,33415,30455,40052,48366,40057,31075,
European Union,SI3_AGG - MACH - Chemicals,World,683065,681883,752406,840047,816796,834202,
European Union,SI3_AGG - MACH - Chemicals,European Union,458917,458192,508246,577730,553626,568106,
European Union,SI3_AGG - MACH - Chemicals,Extra EU Trade,224147,223691,244160,262317,263170,266096,
European Union,SI3_AGG - MACHPH - Pharmaceuticals,World,227649,231931,253268,283223,290592,322914,
European Union,SI3_AGG - MACHPH - Pharmaceuticals,European Union,141789,142937,156347,184120,186823,216926,
European Union,SI3_AGG - MACHPH - Pharmaceuticals,Extra EU Trade,85859,88993,96921,99103,103770,105988,
European Union,SI3_AGG - MAMT - Machinery and transport equipment,World,1571872,1643421,1810288,1992893,1978495,1830605,
European Union,SI3_AGG - MAMT - Machinery and transport equipment,European Union,1009055,1066741,1168712,1280229,1263813,1161076,
European Union,SI3_AGG - MAMT - Machinery and transport equipment,Extra EU Trade,562817,576680,641576,712664,714682,669528,
European Union,SI3_AGG - MAMTOF - Office and telecom equipment,World,392632,388403,437475,476084,467259,480934,
European Union,SI3_AGG - MAMTOF - Office and telecom equipment,European Union,189430,190499,213132,231085,227638,232111,
European Union,SI3_AGG - MAMTOF - Office and telecom equipment,Extra EU Trade,203202,197904,224343,245000,239621,248822,
European Union,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,143056,139751,157673,171792,164983,177649,
European Union,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,European Union,70015,70441,79441,86553,85423,91046,
European Union,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,Extra EU Trade,73040,69309,78232,85238,79560,86604,
European Union,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,195676,193158,214210,228042,222004,226307,
European Union,SI3_AGG - MAMTOTTL - Telecommunications equipment,European Union,94304,93710,103699,109481,106142,109088,
European Union,SI3_AGG - MAMTOTTL - Telecommunications equipment,Extra EU Trade,101373,99447,110510,118561,115862,117219,
European Union,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,53900,55495,65592,76251,80272,76977,
European Union,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,European Union,25111,26347,29991,35051,36074,31978,
European Union,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,Extra EU Trade,28789,29148,35601,41200,44199,44999,
European Union,SI3_AGG - MAMTTE - Transport equipment,World,622667,671752,731469,788403,786266,661507,
European Union,SI3_AGG - MAMTTE - Transport equipment,European Union,469339,506376,549840,591888,587748,498373,
European Union,SI3_AGG - MAMTTE - Transport equipment,Extra EU Trade,153329,165376,181628,196515,198518,163134,
European Union,SI3_AGG - MAMTAU - Automotive products,World,424916,472943,522997,573192,572119,484627,
European Union,SI3_AGG - MAMTAU - Automotive products,European Union,339270,376603,415478,456275,452294,384218,
European Union,SI3_AGG - MAMTAU - Automotive products,Extra EU Trade,85646,96340,107518,116917,119824,100408,
European Union,SI3_AGG - MATE - Textiles,World,62121,64263,67465,71059,67512,87403,
European Union,SI3_AGG - MATE - Textiles,European Union,35039,36606,38426,40072,37690,36898,
European Union,SI3_AGG - MATE - Textiles,Extra EU Trade,27082,27657,29038,30987,29823,50505,
European Union,SI3_AGG - MACL - Clothing,World,148773,156333,166210,181759,180764,167801,
European Union,SI3_AGG - MACL - Clothing,European Union,64853,71346,77317,85508,85560,81602,
European Union,SI3_AGG - MACL - Clothing,Extra EU Trade,83920,84987,88893,96251,95204,86199,
Fiji,SI3_AGG - TO - Total merchandise,World,2081,2316,2420,2720,2734,1732,
Fiji,SI3_AGG - AG - Agricultural products,World,386,448,454,456,428,407,
Fiji,SI3_AGG - AGFO - Food,World,377,423,443,444,419,399,
Fiji,SI3_AGG - MI - Fuels and mining products,World,500,369,473,589,542,235,
Fiji,SI3_AGG - MIFU - Fuels,World,475,347,452,556,520,222,
Fiji,SI3_AGG - MA - Manufactures,World,1178,1482,1466,1660,1748,1015,
Fiji,SI3_AGG - MAIS - Iron and steel,World,39,68,82,73,54,56,
Fiji,SI3_AGG - MACH - Chemicals,World,160,198,205,235,193,185,
Fiji,SI3_AGG - MACHPH - Pharmaceuticals,World,22,29,33,35,31,35,
Fiji,SI3_AGG - MAMT - Machinery and transport equipment,World,578,703,676,829,1028,398,
Fiji,SI3_AGG - MAMTOF - Office and telecom equipment,World,98,121,138,144,144,121,
Fiji,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,36,41,49,45,52,34,
Fiji,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,59,76,81,92,85,81,
Fiji,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,3,4,8,7,7,6,
Fiji,SI3_AGG - MAMTTE - Transport equipment,World,246,291,254,412,638,110,
Fiji,SI3_AGG - MAMTAU - Automotive products,World,160,228,164,219,139,74,
Fiji,SI3_AGG - MATE - Textiles,World,69,79,67,74,67,48,
Fiji,SI3_AGG - MACL - Clothing,World,29,30,33,34,35,22,
Finland,SI3_AGG - TO - Total merchandise,World,60430,60841,70586,78624,73716,68134,
Finland,SI3_AGG - AG - Agricultural products,World,6621,6686,7152,7857,7247,7320,
Finland,SI3_AGG - AGFO - Food,World,5148,5313,5687,5954,5644,5857,
Finland,SI3_AGG - MI - Fuels and mining products,World,11580,10953,13543,16710,15417,11719,
Finland,SI3_AGG - MIFU - Fuels,World,8592,7949,9779,12430,11377,7391,
Finland,SI3_AGG - MA - Manufactures,World,40929,41984,48193,51886,49715,47740,
Finland,SI3_AGG - MAIS - Iron and steel,World,1604,1489,2840,2488,1965,1745,
Finland,SI3_AGG - MACH - Chemicals,World,7743,7398,8085,8963,8302,8309,
Finland,SI3_AGG - MACHPH - Pharmaceuticals,World,2231,2226,2167,2330,2223,2413,
Finland,SI3_AGG - MAMT - Machinery and transport equipment,World,20638,21830,25135,27075,26373,24986,
Finland,SI3_AGG - MAMTOF - Office and telecom equipment,World,4104,4303,4895,5533,4967,4618,
Finland,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1690,1711,1946,2218,1769,1721,
Finland,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1924,1907,2116,2417,2238,2401,
Finland,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,491,684,833,898,959,496,
Finland,SI3_AGG - MAMTTE - Transport equipment,World,8099,8643,10386,10834,10795,9873,
Finland,SI3_AGG - MAMTAU - Automotive products,World,4789,4941,6331,7278,7118,6283,
Finland,SI3_AGG - MATE - Textiles,World,585,613,662,710,701,940,
Finland,SI3_AGG - MACL - Clothing,World,1512,1537,1624,1711,1665,1624,
Four East Asian traders,SI3_AGG - TO - Total merchandise,World,1529575,1466620,1654581,1819032,1727607,1655285,
France,SI3_AGG - TO - Total merchandise,World,570758,567657,619334,676441,654658,582564,
France,SI3_AGG - AG - Agricultural products,World,61315,63285,68081,71387,68491,68651,
France,SI3_AGG - AGFO - Food,World,54052,56103,60253,62866,60657,61315,
France,SI3_AGG - MI - Fuels and mining products,World,73642,59554,74542,89941,80936,52979,
France,SI3_AGG - MIFU - Fuels,World,60036,47451,60088,73770,66058,40205,
France,SI3_AGG - MA - Manufactures,World,433155,442085,473318,510987,500551,456329,
France,SI3_AGG - MAIS - Iron and steel,World,12484,11418,14234,15951,14008,11347,
France,SI3_AGG - MACH - Chemicals,World,79814,78117,84595,89116,85710,86317,
France,SI3_AGG - MACHPH - Pharmaceuticals,World,26293,25635,27904,29393,29121,33051,
France,SI3_AGG - MAMT - Machinery and transport equipment,World,201708,211015,223439,242572,239521,207814,
France,SI3_AGG - MAMTOF - Office and telecom equipment,World,37408,37208,38771,40959,38510,37782,
France,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,13937,13490,14528,14940,14390,14810,
France,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,17283,17872,18798,19702,18297,17867,
France,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,6189,5846,5445,6318,5823,5105,
France,SI3_AGG - MAMTTE - Transport equipment,World,88951,96144,99299,105092,103170,87379,
France,SI3_AGG - MAMTAU - Automotive products,World,52709,57908,63802,71788,70412,61719,
France,SI3_AGG - MATE - Textiles,World,6693,6693,7026,7475,7165,12804,
France,SI3_AGG - MACL - Clothing,World,23212,23287,24413,26372,25763,23171,
French Polynesia,SI3_AGG - TO - Total merchandise,World,1527,1491,1637,2232,2103,1701,
French Polynesia,SI3_AGG - AG - Agricultural products,World,402,392,401,508,397,448,
French Polynesia,SI3_AGG - AGFO - Food,World,384,376,381,486,376,423,
French Polynesia,SI3_AGG - MI - Fuels and mining products,World,199,222,214,171,120,173,
French Polynesia,SI3_AGG - MIFU - Fuels,World,187,211,205,158,112,160,
French Polynesia,SI3_AGG - MA - Manufactures,World,926,875,995,1519,1556,1078,
French Polynesia,SI3_AGG - MAIS - Iron and steel,World,19,19,17,30,18,23,
French Polynesia,SI3_AGG - MACH - Chemicals,World,155,150,177,230,182,201,
French Polynesia,SI3_AGG - MACHPH - Pharmaceuticals,World,71,69,95,129,104,95,
French Polynesia,SI3_AGG - MAMT - Machinery and transport equipment,World,429,395,487,618,519,495,
French Polynesia,SI3_AGG - MAMTOF - Office and telecom equipment,World,75,76,86,117,85,97,
French Polynesia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,33,33,38,43,33,43,
French Polynesia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,39,39,46,71,49,51,
French Polynesia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,3,4,3,3,2,3,
French Polynesia,SI3_AGG - MAMTTE - Transport equipment,World,200,173,255,504,791,213,
French Polynesia,SI3_AGG - MAMTAU - Automotive products,World,89,86,115,180,157,133,
French Polynesia,SI3_AGG - MATE - Textiles,World,17,17,16,23,15,31,
French Polynesia,SI3_AGG - MACL - Clothing,World,33,30,25,35,25,32,
G-20,SI3_AGG - TO - Total merchandise,World,12824754,12439445,13854103,15328209,14877793,13766169,
G-7 (Group of Seven),SI3_AGG - TO - Total merchandise,World,6056354,5937324,6400590,6969477,6811627,6267773,
Gabon,SI3_AGG - TO - Total merchandise,World,3171,2635,2886,3082,3140,2937,
Gabon,SI3_AGG - AG - Agricultural products,World,704,694,744,775,722,771,
Gabon,SI3_AGG - AGFO - Food,World,669,658,710,738,686,739,
Gabon,SI3_AGG - MI - Fuels and mining products,World,65,61,108,130,101,75,
Gabon,SI3_AGG - MIFU - Fuels,World,44,39,86,108,80,54,
Gabon,SI3_AGG - MA - Manufactures,World,2370,1854,1991,2158,2299,2076,
Gabon,SI3_AGG - MAIS - Iron and steel,World,111,60,72,90,156,115,
Gabon,SI3_AGG - MACH - Chemicals,World,249,274,288,324,305,306,
Gabon,SI3_AGG - MACHPH - Pharmaceuticals,World,65,80,85,99,91,102,
Gabon,SI3_AGG - MAMT - Machinery and transport equipment,World,1315,909,1058,1101,1177,1059,
Gabon,SI3_AGG - MAMTOF - Office and telecom equipment,World,111,128,127,110,106,112,
Gabon,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,36,43,32,36,37,35,
Gabon,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,73,78,94,72,66,63,
Gabon,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,7,1,2,2,15,
Gabon,SI3_AGG - MAMTTE - Transport equipment,World,549,228,398,394,310,329,
Gabon,SI3_AGG - MAMTAU - Automotive products,World,161,156,143,191,165,130,
Gabon,SI3_AGG - MATE - Textiles,World,35,36,37,33,32,43,
Gabon,SI3_AGG - MACL - Clothing,World,39,44,32,33,31,27,
The Gambia,SI3_AGG - TO - Total merchandise,World,420,336,548,677,621,695,
The Gambia,SI3_AGG - AG - Agricultural products,World,153,161,155,153,167,162,
The Gambia,SI3_AGG - AGFO - Food,World,149,158,152,150,164,159,
