NationRegionName,NationRegionType,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04
Oman,Country,"4,584.33","3,398.77","3,945.73","5,280.77","4,017.75","4,556.09","4,105.56","4,921.90","4,445.78","3,646.48","3,404.65","4,283.87","3,032.77","3,179.55","3,144.93","2,397.89","2,261.37","2,747.00","2,994.24","2,721.04","3,007.79","2,708.70","2,253.18","2,621.90","2,069.13","2,343.29","1,985.53","2,253.31","2,285.57","2,452.46","2,323.88","2,749.60","2,220.76","2,079.77","2,328.12","2,772.58","2,821.32","2,369.04","2,629.02","2,460.05","2,514.25","2,255.90","2,091.26","2,745.17","3,038.15","2,955.51","3,119.00","3,192.64","3,285.73","3,604.00","3,366.83","3,604.51","3,616.61","3,669.08","3,803.72","3,521.71","3,675.06","3,825.79","4,088.64","3,788.53","3,609.67","2,912.64","3,613.22","3,904.84","4,233.89","3,226.59","3,598.05","3,513.18","3,261.39","3,748.36","3,771.45","4,123.77","3,633.93","3,805.95","3,160.84","2,947.55"
Pakistan,Country,"2,244.30","2,055.62","2,205.76","2,245.97","2,089.11","2,105.39","2,238.21","2,112.38","2,133.62","2,288.03","1,949.58","2,187.28","2,056.84","1,897.31","2,257.40","1,971.36","1,896.95","2,025.69","2,050.35","1,853.88","1,923.88","1,964.20","1,738.53","1,856.07","1,843.87","1,781.13","1,961.47","1,744.53","1,843.86","1,864.21","1,739.88","1,778.27","1,776.70","1,733.97","1,911.69","1,881.71","1,869.42","1,787.40","2,047.99","1,771.42","1,939.44","1,793.15","2,108.44","1,940.07","1,977.43","1,913.78","2,142.13","1,924.97","2,359.78","2,001.10","2,128.93","2,129.77","2,306.01","2,019.53","2,177.65","2,114.29","2,038.35","2,135.09","1,952.13","1,928.60","2,296.13","1,988.01","2,211.92","2,082.42","2,188.94","1,840.65","2,093.82","1,847.83","1,838.79","2,015.95","1,969.46","2,071.39","2,187.82","1,802.06","2,111.20","1,556.85"
Qatar,Country,"12,662.30","11,031.10","11,850.86","10,062.29","10,507.46","9,165.25","10,569.81","10,525.61","10,025.55","8,911.35","8,978.71","9,581.22","8,391.89","6,801.72","7,558.88","6,492.89","5,635.81","6,554.66","6,679.40","5,879.55","5,843.49","5,678.54","5,785.07","5,677.20","4,855.27","4,416.81","4,732.09","3,802.65","4,089.56","4,910.38","4,470.26","4,771.78","4,777.36","4,934.45","4,992.25","4,996.12","5,160.25","5,532.23","5,630.45","4,913.93","5,079.41","4,810.16","5,059.01","5,572.91","5,146.42","5,749.07","5,540.28","6,111.94","6,802.34","6,269.70","6,989.77","6,050.91","6,682.73","6,731.63","7,005.90","7,564.42","7,249.11","7,753.73","7,263.69","7,462.12","7,449.31","6,774.54","6,028.24","5,702.62","6,490.17","6,069.88","6,180.63","6,285.02","5,823.82","5,546.30","5,948.39","6,352.73","6,508.68","6,021.20","6,127.06","3,721.60"
Saudi Arabia,Country,"34,722.78","29,826.80","32,940.85","31,674.56","31,752.47","29,452.76","31,770.34","29,408.39","30,817.68","28,152.16","24,581.89","23,994.27","18,926.50","15,975.72","18,009.02","20,490.21","19,615.93","20,578.60","20,245.63","18,403.36","16,872.91","15,256.85","15,621.36","15,951.00","12,490.81","11,641.94","13,284.74","13,239.08","14,707.18","15,749.70","14,981.49","16,325.39","14,844.10","15,428.91","17,221.44","16,386.56","16,960.97","17,119.92","18,804.56","16,614.65","17,927.19","15,343.60","15,184.40","16,792.90","16,577.39","17,760.32","19,512.60","20,062.99","21,064.57","20,213.68","20,532.45","21,631.50","22,875.33","23,099.43","24,068.01","25,328.07","23,017.58","25,717.80","26,601.23","22,765.97","22,356.96","19,312.25","22,392.75","21,673.36","21,487.27","21,358.62","21,369.63","20,831.23","18,631.24","19,530.07","20,904.64","20,152.83","21,134.77","17,573.54","17,283.15","10,971.01"
Somalia,Country,55.40,50.39,59.51,60.56,74.96,58.63,56.50,59.48,54.98,59.37,58.12,63.66,56.33,54.93,63.20,59.53,57.37,62.46,59.49,61.94,55.12,61.01,58.65,66.99,52.77,52.17,54.14,51.78,59.25,67.31,56.94,64.01,46.00,49.72,51.57,51.67,25.53,30.39,38.29,43.68,33.34,29.65,38.18,117.82,32.91,29.74,28.03,41.76,34.62,38.38,37.09,45.16,41.64,41.56,38.11,106.54,35.85,41.42,43.14,62.10,52.20,51.16,56.96,55.75,61.43,47.16,59.91,99.45,46.08,52.57,45.64,51.33,40.99,39.69,43.22,33.61
Sudan,Country,597.71,420.33,503.04,506.89,570.37,470.88,557.12,362.62,331.78,506.14,367.06,375.03,357.44,283.25,393.77,338.58,318.39,280.39,347.43,368.50,231.70,362.54,281.30,384.50,292.50,350.45,441.95,366.78,377.70,397.70,305.54,258.73,265.70,288.38,284.82,374.21,360.01,437.77,505.77,497.00,520.14,431.87,390.61,435.80,250.83,377.95,443.59,323.51,240.51,392.99,369.78,401.30,379.21,359.61,328.78,300.49,298.98,310.07,286.38,429.95,355.29,304.52,322.18,323.29,523.79,279.53,405.29,330.34,361.86,364.09,260.15,226.44,299.39,344.80,377.80,260.52
Syrian Arab Rep.,Country,162.94,89.59,121.67,104.38,100.88,86.88,89.35,106.72,128.16,111.69,115.38,91.60,93.29,78.85,98.18,79.16,71.50,71.71,71.15,68.50,82.83,73.76,80.73,97.40,81.36,74.51,80.95,56.68,82.93,69.94,52.21,68.70,73.04,77.15,81.02,66.80,59.44,59.88,75.89,70.96,76.71,67.49,67.20,79.04,70.91,83.55,87.06,81.87,87.36,85.13,79.95,61.68,66.33,60.83,69.37,65.79,59.54,76.29,83.93,87.73,73.13,91.73,85.64,87.49,83.20,62.26,91.78,73.02,80.42,94.25,84.83,99.12,79.67,100.24,92.12,69.58
"Tajikistan, Rep. of",Country,50.54,61.52,72.32,71.12,75.26,108.67,46.90,56.21,72.52,106.24,85.62,81.60,104.73,72.84,76.15,79.19,81.70,70.84,127.51,49.69,55.50,74.84,63.71,79.09,67.56,78.11,77.39,68.45,84.97,86.43,73.75,62.06,85.67,69.27,83.95,75.97,94.67,82.69,118.83,120.36,173.75,74.32,81.85,70.56,91.02,96.73,112.38,109.70,121.30,97.71,102.23,92.36,212.51,99.09,117.13,147.43,114.27,211.13,103.81,111.78,157.83,74.83,88.15,203.36,95.65,95.92,81.91,85.96,56.12,73.60,74.85,70.68,182.43,67.79,71.36,76.90
Tunisia,Country,"1,485.68","1,428.79","1,510.37","1,500.17","1,578.48","1,551.07","1,644.16","1,095.68","1,431.07","1,271.20","1,355.23","1,313.25","1,160.99","1,182.06","1,322.92","1,300.93","1,268.56","1,380.26","1,194.49",970.70,"1,105.77","1,189.34","1,155.00","1,152.79","1,058.28","1,193.36","1,310.19","1,207.39","1,359.21","1,283.27","1,022.40","1,119.07","1,074.90","1,107.36","1,135.36","1,067.94","1,077.72","1,238.14","1,439.01","1,284.27","1,545.61","1,261.10","1,289.15","1,219.25","1,216.39","1,490.56","1,569.43","1,384.52","1,587.50","1,608.39","1,636.13","1,608.41","1,746.27","1,339.51","1,630.48","1,217.37","1,338.28","1,670.72","1,511.96","1,480.49","1,475.33","1,439.82","1,697.19","1,691.04","1,542.48","1,391.96","1,739.33","1,140.12","1,490.79","1,570.05","1,518.35","1,561.66","1,374.72","1,467.96","1,446.44",694.33
Turkmenistan,Country,"1,026.76","1,007.66",937.46,"1,011.00","1,119.73","1,108.74","1,057.37","1,122.90","1,064.50",770.68,834.21,"1,134.96","1,192.63","1,107.88",975.80,"1,002.64",768.79,740.91,763.77,774.19,765.30,713.31,547.57,893.75,872.67,801.07,779.12,"1,117.78",569.52,580.45,610.11,438.35,773.61,541.68,638.28,620.11,733.49,749.94,698.12,863.02,719.41,755.46,730.57,707.03,709.93,620.23,629.04,692.41,713.03,821.26,835.32,856.74,867.19,828.93,900.79,939.02,895.26,773.52,960.07,955.03,956.33,"1,000.55",985.97,947.01,995.68,953.65,969.23,963.78,949.54,807.21,835.76,808.60,854.21,822.93,697.79,858.68
United Arab Emirates,Country,"20,027.47","18,675.02","20,962.99","19,689.91","20,052.72","20,034.03","21,532.51","21,122.80","20,790.68","19,794.12","18,886.62","16,891.41","15,468.84","13,282.38","15,189.58","15,314.53","13,970.96","15,661.62","15,946.52","13,880.05","13,468.55","14,376.23","12,557.35","13,764.40","11,902.40","12,220.93","13,964.07","13,476.34","14,668.39","15,347.71","14,462.86","15,210.69","14,845.52","13,984.23","14,150.11","15,697.32","14,804.21","15,182.54","17,499.11","15,532.64","16,705.97","14,857.53","14,520.62","16,298.21","15,628.64","15,925.58","16,476.98","16,941.99","16,109.84","16,813.84","17,095.09","17,137.32","18,281.83","16,788.61","18,332.61","18,815.91","18,231.97","19,185.66","18,903.31","18,776.84","17,275.62","15,208.31","17,340.01","17,476.54","17,985.76","16,685.08","19,291.69","17,767.44","17,758.59","17,513.86","17,645.30","18,991.59","17,045.61","15,864.61","15,120.40","10,349.71"
"Uzbekistan, Rep. of",Country,465.41,363.22,424.49,474.06,502.62,483.79,616.95,"1,423.22",572.17,473.72,434.70,897.27,364.04,745.15,852.64,471.82,397.95,470.40,437.93,416.72,722.46,750.95,292.66,766.31,683.68,379.60,486.63,830.83,578.11,493.68,814.87,908.05,382.31,849.50,"1,248.26",472.86,356.35,423.58,787.20,900.30,939.01,533.61,932.36,"1,316.93",946.57,960.07,"1,120.68",532.84,"1,356.75",431.47,462.55,"1,013.44","1,195.29",650.62,608.66,530.06,546.09,"1,420.49",642.79,621.81,"1,423.29",949.22,504.61,"1,069.98",731.16,"1,055.47","1,963.90","1,111.91","1,126.42",614.01,620.25,"1,141.35","1,026.07",949.17,461.01,929.99
West Bank and Gaza,Country,10.45,8.74,10.85,8.30,9.99,10.13,8.32,9.10,9.45,9.85,10.02,11.63,9.48,7.56,9.34,10.21,9.40,11.93,7.88,8.58,9.65,9.88,8.56,11.34,8.88,7.95,9.17,11.37,11.89,9.73,8.13,8.65,7.53,5.96,7.19,10.85,10.14,9.40,10.69,10.48,11.38,8.90,7.27,8.73,6.17,14.75,17.91,11.32,11.62,8.83,12.60,11.91,11.68,7.54,9.85,7.21,7.18,12.50,14.80,13.00,12.30,12.47,14.07,14.39,10.53,7.72,9.74,7.94,10.80,15.61,16.12,14.47,12.40,16.65,16.43,11.31
"Yemen, Rep. of",Country,803.01,837.68,609.07,833.81,712.52,796.18,587.87,963.77,753.76,809.81,638.41,"1,037.02",553.08,332.14,409.04,438.13,114.92,37.37,33.56,28.76,24.12,79.16,23.40,27.88,42.01,46.72,49.18,69.77,77.81,77.80,60.82,159.45,116.82,85.78,126.27,89.96,153.89,77.19,417.76,319.19,216.34,79.28,165.99,128.91,194.09,160.03,252.73,183.45,145.02,136.41,166.92,137.33,210.66,35.53,59.40,208.75,187.90,103.47,245.99,39.92,163.45,82.70,115.62,147.61,104.37,199.51,71.83,208.92,55.50,218.98,51.63,234.81,172.37,197.30,92.61,121.83
Middle East and Central Asia not specified,Region,159.90,138.19,110.43,103.53,218.46,218.88,86.42,143.78,92.36,183.55,320.79,94.56,147.52,79.73,104.42,227.64,301.79,224.17,120.27,90.01,192.87,191.27,108.39,169.46,116.85,138.22,127.82,169.66,124.07,204.10,151.65,167.91,177.90,108.57,108.51,144.88,168.82,87.57,225.28,169.45,181.33,252.77,110.92,111.53,94.98,240.21,187.19,103.18,65.91,147.29,163.27,186.19,157.22,200.05,133.93,265.01,106.49,101.61,190.77,281.78,79.86,123.25,116.77,216.27,172.86,161.14,129.85,142.14,149.02,195.83,177.25,278.51,105.80,79.51,230.67,107.04
Sub-Saharan Africa,Region,"40,005.16","37,436.64","39,983.82","39,252.67","38,414.70","38,162.84","41,846.56","36,048.99","40,636.52","37,645.70","36,995.18","36,420.74","27,373.27","25,402.83","29,141.72","27,101.07","27,151.56","29,321.65","29,106.10","25,811.04","26,464.83","26,633.98","23,945.46","25,225.30","21,302.51","21,549.17","23,709.19","24,333.49","23,354.59","25,899.13","24,562.88","24,599.49","25,213.30","23,759.41","26,237.25","26,988.09","25,099.61","24,747.55","29,767.07","26,933.89","29,202.54","27,121.24","27,379.36","29,160.84","29,605.88","30,165.95","31,555.25","30,637.65","34,156.07","29,906.02","34,366.06","34,472.45","34,310.37","32,536.89","34,117.13","34,466.62","31,799.02","37,467.58","32,600.44","32,069.97","30,921.85","28,842.72","31,697.47","32,396.63","33,994.45","31,808.20","33,418.18","31,220.38","32,301.42","32,098.12","31,863.14","32,718.06","32,343.26","28,024.06","30,618.39","21,942.83"
Angola,Country,"5,636.05","5,708.98","5,804.69","5,622.50","5,550.36","5,636.71","5,948.86","4,371.05","6,270.96","5,099.80","4,943.88","4,759.77","3,151.16","2,641.59","3,623.46","2,756.99","3,443.29","3,481.99","4,080.43","3,206.65","2,724.91","3,031.90","2,479.96","2,728.19","1,881.29","2,284.29","1,804.88","2,267.09","2,092.17","2,361.52","3,451.24","2,654.71","2,662.97","2,070.46","2,586.61","2,052.06","3,128.90","2,147.32","2,981.10","2,773.94","3,119.52","2,663.00","2,806.96","3,133.66","3,014.74","2,600.59","3,091.46","3,379.73","3,764.37","2,866.63","3,645.95","4,111.72","3,502.98","3,291.16","3,632.57","3,921.72","3,119.78","4,256.75","3,794.36","3,330.61","3,382.12","3,161.77","2,683.12","3,103.34","3,568.70","3,501.08","3,253.84","3,006.81","3,004.36","2,379.44","2,735.30","3,365.95","3,584.40","1,795.15","2,822.54","1,641.12"
Benin,Country,186.44,178.49,206.08,204.88,237.54,295.09,273.29,205.45,188.90,186.23,156.76,147.23,88.95,71.76,87.71,93.04,142.35,156.12,155.92,103.36,105.81,103.66,78.89,89.86,77.95,85.63,101.83,99.49,92.52,140.91,134.08,110.47,89.66,84.79,81.37,94.94,69.79,98.01,150.91,138.31,150.63,193.21,150.78,122.62,120.42,99.90,109.82,77.70,173.70,105.43,126.83,116.99,168.14,188.29,209.51,135.23,93.65,91.17,93.18,83.15,104.45,121.90,132.61,125.89,148.57,215.42,204.36,191.33,132.63,102.66,93.96,86.02,99.44,131.95,139.71,121.28
Botswana,Country,519.41,469.13,485.46,581.22,513.25,639.98,627.91,549.14,398.41,536.68,519.46,476.13,494.93,417.70,566.10,367.04,474.46,459.35,341.88,262.99,377.44,348.72,198.63,316.43,481.52,509.58,609.16,622.01,621.29,653.04,565.58,465.92,782.89,432.96,795.42,711.53,636.70,648.71,582.02,603.00,731.63,601.10,430.73,534.43,561.62,513.41,724.12,765.37,521.20,436.35,537.82,477.86,549.49,544.43,461.77,345.53,480.34,487.34,548.46,583.90,407.05,419.68,519.07,482.83,468.29,405.85,361.76,355.83,361.64,307.97,418.60,452.14,366.09,344.98,443.55,85.36
Burkina Faso,Country,125.23,118.04,188.49,174.73,200.16,211.78,238.35,194.84,155.45,223.65,150.33,141.59,119.00,164.11,173.54,151.75,146.14,162.40,177.40,137.03,130.80,178.69,163.06,140.11,109.60,125.92,161.84,144.79,172.11,175.56,193.74,190.19,214.58,174.13,194.32,165.59,185.30,176.28,224.14,225.47,238.96,236.73,212.88,287.37,216.55,223.82,247.33,234.43,268.99,216.64,297.94,263.13,248.39,257.45,269.21,259.06,214.42,293.65,214.97,210.55,250.94,225.44,295.48,277.67,265.23,287.80,299.92,279.26,331.88,323.80,182.86,308.83,299.60,238.79,333.00,256.11
Burundi,Country,26.20,21.59,23.90,21.55,21.63,22.09,23.13,21.00,23.70,25.05,23.10,28.99,21.19,20.78,23.87,22.33,24.22,20.51,22.04,18.51,20.93,24.61,19.81,24.65,14.93,15.52,16.24,15.10,15.53,14.51,12.56,12.14,11.93,16.89,16.52,24.19,10.19,11.02,11.50,14.09,11.72,12.11,13.03,10.80,13.73,15.22,17.12,18.46,44.63,40.80,13.97,17.84,14.81,12.67,17.68,9.95,15.45,37.76,11.23,14.40,19.72,17.92,19.95,20.82,24.80,19.53,20.36,18.91,16.61,20.68,22.66,25.79,20.26,16.63,13.01,8.43
Cabo Verde,Country,9.08,6.43,5.42,10.27,33.76,6.00,7.63,7.97,10.43,12.21,8.33,7.64,5.36,6.71,6.15,11.62,3.22,7.00,7.57,6.84,4.67,159.85,152.15,139.24,176.99,8.94,8.13,10.57,9.53,5.69,7.55,3.18,12.63,5.77,10.93,7.76,7.64,4.52,6.34,5.50,5.99,7.81,10.17,9.80,10.91,7.08,13.58,13.79,27.98,7.08,11.62,7.82,8.82,10.43,8.08,12.39,9.98,11.08,11.64,12.48,10.08,8.89,5.43,10.06,11.61,9.70,9.79,12.23,10.95,7.60,10.22,9.55,6.54,9.83,10.32,7.19
Cameroon,Country,559.64,420.67,509.11,322.40,561.65,521.08,585.40,471.22,396.49,568.99,545.83,406.46,485.76,411.86,430.61,340.92,511.41,398.69,452.80,357.54,461.32,349.70,348.44,403.08,236.33,313.91,378.71,296.15,374.14,387.08,289.73,397.24,443.49,369.52,351.65,292.15,371.03,433.14,382.64,293.40,372.25,335.77,376.97,307.36,412.72,431.71,365.56,392.21,303.73,377.29,423.74,535.02,404.73,489.25,459.58,413.13,417.23,463.44,523.68,357.31,529.23,448.10,440.47,510.67,341.90,604.31,483.94,477.85,394.52,505.53,573.11,594.95,551.31,511.16,451.05,250.86
Central African Rep.,Country,6.78,3.08,7.37,7.70,6.31,6.12,7.72,12.27,6.07,6.34,3.96,5.45,35.63,7.16,6.78,75.09,5.59,4.82,5.51,8.70,14.92,5.17,5.47,5.55,6.48,7.81,8.59,9.47,7.50,15.11,13.01,11.79,13.64,16.92,13.75,9.50,12.13,8.53,11.84,10.81,13.17,11.15,8.24,10.66,12.71,12.09,11.83,10.47,7.44,23.93,6.69,8.39,14.92,7.32,10.06,10.56,10.24,6.19,10.65,4.67,6.47,7.38,5.21,6.26,9.52,8.16,7.34,8.64,7.45,7.56,8.59,3.54,10.42,12.53,8.40,9.47
Chad,Country,241.73,288.47,167.57,235.40,277.69,457.68,220.25,291.73,217.45,374.79,158.78,221.87,182.58,235.52,166.36,200.74,168.06,245.96,280.75,173.79,194.62,109.96,148.07,250.35,119.36,136.68,90.72,132.54,127.93,231.46,201.41,157.37,154.32,86.46,129.80,99.09,92.58,83.87,106.95,19.95,126.89,96.67,36.40,80.29,193.50,89.45,245.88,119.29,178.92,103.85,110.49,70.97,78.99,115.27,86.42,283.68,141.45,302.21,51.06,226.79,96.22,94.61,224.60,92.95,33.36,129.47,170.21,114.01,29.15,149.00,91.81,117.15,171.80,97.13,30.08,72.41
"Comoros, Union of the",Country,5.29,5.86,3.18,2.90,3.83,3.56,3.91,3.14,5.29,7.67,8.33,6.83,3.73,3.51,3.86,3.86,2.87,2.49,3.07,2.95,3.45,4.92,6.15,8.56,7.05,8.50,4.70,4.49,4.09,4.73,4.07,3.83,5.79,9.17,11.72,9.88,9.88,5.04,5.64,6.39,2.71,11.65,3.79,2.66,3.34,5.55,12.26,14.98,12.60,13.16,12.94,4.79,5.66,6.48,5.10,5.31,6.46,14.00,5.11,10.73,10.18,7.82,2.03,4.66,6.46,0.78,7.07,2.49,2.49,8.35,5.08,6.77,8.49,5.13,4.60,2.97
"Congo, Dem. Rep. of the",Country,764.53,683.81,796.66,771.46,620.74,820.88,646.79,518.20,621.68,604.17,625.20,632.11,435.58,417.64,444.42,608.00,532.54,555.19,550.93,585.61,629.86,562.73,512.84,580.41,478.11,430.92,533.38,538.79,489.66,463.03,455.63,462.50,426.32,472.23,645.74,547.50,517.65,447.89,579.71,593.47,531.90,676.02,699.88,631.08,941.11,711.93,858.17,787.16,945.36,878.71,991.42,966.06,"1,151.38","1,007.98",975.50,958.89,"1,012.76",754.83,822.23,809.49,621.93,493.16,649.78,549.52,725.48,696.06,683.20,532.48,687.92,741.66,859.72,796.59,878.05,528.06,791.10,825.33
"Congo, Rep. of",Country,"1,013.31","1,133.58",514.55,"1,002.13","1,004.13","1,136.07","1,156.32",927.61,"1,091.02",774.31,594.86,816.15,742.82,511.96,747.24,630.51,357.11,724.17,532.53,636.33,599.29,667.53,379.85,475.92,411.50,400.09,395.07,509.91,509.89,484.93,476.47,577.30,523.30,485.35,485.04,449.32,311.22,545.26,689.72,371.03,687.50,602.13,809.83,746.16,626.47,720.69,921.57,702.33,850.44,663.78,"1,057.02",903.88,"1,032.53","1,134.90",978.23,"1,081.87","1,016.54",993.48,903.36,967.10,750.13,996.60,775.53,"1,098.23",994.47,787.57,"1,104.40",754.19,"1,035.50",831.96,759.15,990.38,724.00,833.34,704.00,467.64
Côte d'Ivoire,Country,932.10,"1,080.42","1,099.96",918.48,"1,095.34",924.71,959.52,925.38,905.38,981.08,866.49,812.30,"1,007.33",838.53,929.85,863.57,948.00,"1,027.13",895.55,891.81,901.17,844.23,784.37,944.79,847.65,925.07,963.60,"1,026.27",980.24,"1,003.98",888.73,852.82,964.91,865.39,935.79,"1,010.74",960.63,"1,038.35","1,235.88","1,036.82","1,129.82","1,049.01",847.84,"1,020.37","1,160.43",879.20,895.81,982.35,"1,150.14",927.37,"1,112.76",982.08,"1,230.64","1,015.01","1,132.65","1,077.35",971.81,"1,019.14",969.20,907.67,903.97,978.13,"1,182.42","1,036.00","1,271.21","1,058.69","1,129.36","1,067.86","1,003.64",996.77,931.71,"1,008.05","1,053.84","1,161.45","1,183.86","1,045.80"
"Equatorial Guinea, Rep. of",Country,"1,421.86","1,342.19",859.20,"1,186.68","1,345.32",808.88,"1,424.65","1,217.44",929.25,"1,037.27",697.09,956.32,793.52,769.93,789.09,316.24,574.94,792.44,528.15,441.31,493.13,423.52,539.37,498.06,297.93,381.27,330.19,462.98,257.52,490.20,289.09,450.46,502.99,391.75,360.94,417.97,432.92,313.83,604.56,303.88,410.16,534.54,358.16,327.97,444.72,435.03,571.98,444.87,575.85,412.90,634.59,545.50,596.82,560.56,493.21,492.95,443.27,628.63,490.45,499.63,487.36,454.84,293.33,597.46,410.65,466.61,443.90,355.91,296.46,449.07,397.27,331.02,509.20,294.65,329.71,153.93
"Eritrea, The State of",Country,5.84,60.43,95.51,46.51,45.45,44.11,25.25,43.82,63.13,49.02,82.30,40.13,51.77,53.18,47.27,54.88,18.61,23.26,51.88,44.86,19.56,45.36,8.54,42.16,43.23,43.13,21.52,71.99,9.14,43.00,9.59,35.53,8.07,32.32,30.28,36.28,42.37,25.42,53.65,27.13,21.27,42.72,23.87,35.41,36.54,48.15,23.14,33.17,64.80,14.23,46.25,84.36,35.69,56.44,48.75,75.80,50.25,57.42,27.70,43.06,52.27,39.80,45.46,23.63,48.29,30.78,59.47,28.89,46.40,33.03,64.09,25.25,82.27,48.93,29.50,53.00
"Eswatini, Kingdom of",Country,285.14,149.96,162.75,169.52,154.66,170.41,180.28,169.89,210.86,206.19,221.89,166.73,136.25,147.62,150.08,155.10,155.51,145.35,133.01,152.34,194.36,163.47,172.75,166.92,127.20,122.99,123.41,133.80,135.80,131.97,126.38,163.83,155.90,176.77,219.57,180.41,153.33,201.68,204.25,188.41,177.84,138.45,163.42,227.30,198.28,230.75,219.21,194.90,178.63,194.58,209.54,200.74,180.02,173.40,186.73,185.39,187.49,237.53,230.14,198.69,192.65,199.52,231.03,212.15,228.37,184.38,232.55,197.15,222.22,238.59,231.82,255.10,156.77,163.62,183.94,107.25
"Ethiopia, The Federal Dem. Rep. of",Country,206.86,193.51,280.06,240.05,288.70,222.88,302.44,213.84,236.02,310.86,193.62,210.41,205.43,272.42,230.03,268.72,339.89,279.52,246.15,291.20,232.41,229.96,202.48,195.05,189.91,179.61,244.24,239.60,219.08,245.91,206.29,324.54,204.54,164.35,188.51,183.80,251.80,170.81,221.57,201.68,326.86,324.50,242.89,298.09,219.41,201.33,215.53,194.81,247.03,208.89,270.27,253.72,257.17,209.59,228.03,229.65,218.01,221.02,214.45,200.72,217.68,184.72,284.83,283.72,366.09,273.75,268.16,291.60,227.54,252.45,234.52,247.38,221.85,277.12,241.65,209.26
Gabon,Country,"1,022.70","1,037.50",731.33,811.06,683.49,"1,046.71","1,195.33","1,019.51",995.04,719.38,815.09,736.12,604.77,567.87,529.99,724.80,516.74,539.88,725.31,395.67,611.99,650.69,501.25,470.64,380.41,513.87,543.46,387.28,587.18,452.14,497.65,385.97,527.16,436.19,472.22,589.35,440.45,536.05,470.95,500.03,534.21,498.06,594.06,655.96,595.10,624.24,556.08,526.94,603.52,707.95,565.59,483.37,584.51,457.83,606.01,516.23,616.57,663.86,578.86,593.22,645.03,572.79,683.18,478.85,665.69,576.20,714.82,582.73,607.62,606.98,680.09,472.49,416.45,520.16,573.09,291.27
"Gambia, The",Country,4.42,4.48,6.01,6.38,4.59,6.56,14.60,19.83,18.23,11.00,9.31,8.86,13.75,8.50,8.13,9.21,6.88,14.29,16.31,21.30,14.21,7.80,5.95,7.20,9.08,5.52,8.99,10.93,10.37,15.61,27.07,22.41,17.29,19.13,17.43,8.46,6.12,11.91,12.60,8.51,11.78,13.42,18.87,28.53,38.75,22.65,26.84,15.17,8.79,6.71,8.24,5.21,5.15,11.15,17.56,14.76,12.92,10.31,7.61,8.57,11.87,5.31,10.71,17.48,17.80,22.46,27.51,19.57,17.97,14.41,7.85,8.26,8.35,7.80,8.87,10.56
Ghana,Country,"1,152.19",973.70,"1,138.28","1,303.59","1,144.46","1,103.50","1,183.74",995.43,"1,045.84","1,173.04",948.73,982.62,823.59,813.45,976.42,977.01,"1,103.84","1,126.08",901.20,"1,078.58",970.00,"1,007.16",867.12,978.58,909.36,903.73,992.44,867.09,994.57,"1,061.87",916.67,"1,036.70","1,048.04","1,028.64","1,286.71","1,255.43","1,132.92","1,059.04","1,197.82","1,132.12","1,232.73",941.22,993.94,949.53,983.75,"1,107.57","1,035.17","1,064.22","1,189.88","1,152.01","1,363.15","1,458.88","1,398.69","1,266.51","1,545.06","1,232.24","1,179.40","1,435.66","1,342.86","1,228.74","1,272.75","1,257.13","1,470.56","1,318.66","1,421.50","1,426.43","1,401.96","1,323.75","1,071.51","1,546.18","1,392.20","1,286.49","1,585.60","1,223.97","1,255.16","1,169.98"
Guinea,Country,205.29,145.44,233.96,434.75,146.91,204.20,380.69,147.56,223.60,224.42,243.92,149.70,165.20,116.50,251.87,148.80,188.99,249.53,125.49,141.68,138.57,121.22,154.09,131.09,230.16,244.25,303.92,293.47,301.24,331.84,276.80,289.05,255.73,283.04,314.51,321.55,444.14,458.49,540.15,585.61,578.48,565.87,491.02,567.80,490.22,453.04,494.63,499.01,625.60,536.36,642.23,560.53,606.99,467.95,552.28,571.45,420.84,455.93,439.86,525.89,638.44,589.69,637.93,643.86,721.94,569.69,648.96,499.43,421.33,451.44,433.63,682.08,"1,067.22",947.42,"1,025.09",854.98
Guinea-Bissau,Country,6.29,7.68,6.66,8.15,7.32,15.84,16.11,67.29,53.58,32.29,20.96,5.02,5.97,7.23,6.29,13.98,12.04,13.22,27.58,82.97,47.79,57.46,22.93,12.74,8.29,14.74,12.19,13.66,15.98,20.43,24.82,81.54,72.09,72.02,24.05,14.02,9.94,11.96,11.19,9.79,10.25,11.80,47.59,63.91,105.32,45.77,24.10,11.51,3.77,2.06,1.55,2.40,4.18,5.32,1.44,29.36,45.44,34.98,16.13,6.36,6.87,4.00,5.13,4.72,5.81,5.22,7.85,31.57,27.11,110.36,24.73,9.36,8.13,5.41,6.36,5.75
